SOUTHERNELEPHANTSEALSOCEANOGRAPHICSAMPLERS(SEAOS)
MARINEMAMMALSEXPLORATIONOFTHEOCEANSPOLETOPOLE(MEOP)
IDOE/ISOS/FDRAKE
AJAX
AMERIEZ(ANTARCTICMARINEECOSYSTEMRESEARCHATTHEICEEDGEZONE)
WORLDOCEANCIRCULATIONEXPERIMENT(WOCE)
ICESTATIONWEDDELL-1
PALMER;ANTARCTICA;LONG-TERMECOLOGICALRESEARCHPROJECT(PAL-LTER)
SPANISHANTARCTICRESEARCHPROGRAM
FRUELA
DOVETAIL
ALBATROSS(ANTARCTICLARGE-SCALEBOXANALYSIS&THEROLEOFTHESCOTIASEA)
ARCHES(ABRUPTCLIMATECHANGESSTUDIESPROGRAM)
MESOSCALEVORTICES/MEANDERSINTHECENTR.PORTIONOFTHEBRANSFIELDST.(BREDDIES
PHYS.-BIOLOG.COUPLINGAROUNDS.SHETLANDISLANDSATTHEMESOSCALERANGE(COUPLING
GLOBALOCEANOGRAPHICDATAARCHAEOLOGYANDRESCUE(GODAR)A
SOVIETANTARCTICEXPEDITION(SAE)
USAPorUSARP(UNITEDSTATESANTARCTICRESEARCHPROJECT)a
IDOE/GEOSECS
BIOMASS(BiologicalInvestigationsofMarineAntarcticSystemsandStocks)
CARBONDIOXIDEINTHEATLANTICOCEAN(CARINA)
ARGOUK
CANADIANARGO
WECCON(WEDDELLSEACONVECTIONCONTROL)
U.S.ARGOPROJECT
ARGOAUSTRALIA
DAP(DATAASSIMILATIONPROJECT)
DEEPFREEZE
INTEGRATEDGLOBALOCEANSERVICESYSTEM(IGOSS)
OCEANTAR
SEQUAL(NSF/SEASONALEQUATORIALATLANTICEXPERIMENT)
GLOBALTEMPERATURE-SALINITYPROFILEPROGRAM(GTSPP)
