-64.5494	-62.6282
-64.5277	-62.7395
-64.5394	-62.7639
-64.5479	-62.7413
-64.5323	-62.8548
-64.5284	-62.8825
-64.4610	-63.1085
-64.4111	-63.2219
-64.4934	-63.0866
-64.4897	-63.0925
-64.5129	-63.1004
-64.5438	-63.1696
-64.5575	-63.2430
-64.5807	-63.3688
-64.3622	-63.0741
-64.3626	-63.0701
-64.3749	-63.2872
-64.3523	-63.1169
-64.3216	-63.1668
-64.3097	-63.1862
-64.2958	-63.2088
-64.2893	-63.2193
-64.9431	-63.3999
-64.9476	-63.3249
-64.9134	-63.1858
-64.8361	-63.1319
-64.8282	-63.0889
-64.8052	-63.0284
-64.7629	-62.9984
-64.7372	-63.0111
-64.7014	-63.0203
-64.6510	-62.9128
-64.5494	-62.7540
-64.5425	-62.7383
-64.5501	-62.5456
-64.9070	-63.2363
-64.8810	-62.9743
-64.8139	-62.7724
-64.7428	-62.5684
-64.7489	-62.6734
-64.7484	-62.6407
-64.7380	-62.6260
-64.7432	-62.6447
-64.7495	-62.6677
-64.7604	-62.7076
-64.7403	-62.6493
-64.7272	-62.6362
-64.7551	-62.6685
-64.7509	-62.6853
-64.7428	-62.7180
-64.7451	-62.7021
-64.7516	-62.6662
-64.7458	-62.6286
-64.7164	-62.5952
-64.7152	-62.6831
-64.7277	-62.6640
-65.0360	-63.3918
-65.0317	-63.4001
-65.0391	-63.3843
-65.0488	-63.3334
-65.0763	-63.1623
-65.0919	-63.0366
-65.0994	-63.0266
-65.1098	-62.9579
-65.1142	-62.8745
-65.1154	-62.7815
-65.1335	-62.7783
-65.1207	-63.1254
-65.0873	-63.1050
-65.1281	-63.1838
-65.1210	-63.1415
-65.1031	-63.1542
-65.0879	-63.1864
-65.0948	-63.1888
-65.0893	-63.2028
-65.0665	-63.2996
-65.0838	-63.2224
-65.0666	-63.1754
-65.0663	-63.1990
-65.0677	-63.1988
-65.0371	-63.2369
-65.0652	-63.1445
-65.0691	-63.1402
-65.0222	-63.2826
-65.0199	-63.2887
-65.0076	-63.2939
-65.0004	-63.2908
-64.9969	-63.2981
-65.0110	-63.3201
-65.0153	-63.3567
-65.0086	-63.3210
-64.9994	-63.2339
-64.9996	-63.2217
-65.0004	-63.1834
-65.0010	-63.1521
-64.9947	-63.2524
-64.9875	-63.2265
-64.9957	-63.2275
-65.0101	-63.1920
-65.0091	-63.1952
-65.0095	-63.1966
-65.0239	-63.1874
-65.0472	-63.1526
-65.0205	-63.1032
-65.0374	-63.0780
-65.0952	-62.9823
-65.1274	-62.9325
-65.0478	-63.0061
-65.0280	-63.0645
-65.0349	-63.0474
-65.0345	-63.0201
-65.0481	-63.0871
-65.0852	-63.0865
-65.0971	-63.0869
-65.0794	-63.0640
-65.0796	-63.0613
-65.0640	-63.0213
-65.0720	-62.9738
-65.0853	-63.0234
-65.0921	-63.0266
-65.1029	-63.2318
-65.0966	-63.3109
-65.0704	-63.1550
-65.0988	-63.0234
-65.1009	-62.9300
-65.0915	-62.9940
-65.0983	-63.0600
-65.0886	-63.0130
-65.0981	-63.0509
-65.0698	-63.0583
-65.0968	-63.0853
-65.0640	-63.3033
-65.0767	-63.1228
-65.0806	-63.0409
-65.0782	-63.0091
-65.0939	-63.0607
-65.0976	-63.0607
-65.0639	-63.0909
-65.0104	-63.1430
-64.9982	-63.1696
-64.9981	-63.2014
-64.9918	-63.2314
-64.9602	-63.2344
-64.9769	-63.2441
-64.9998	-63.2804
-65.0027	-63.2889
-64.9920	-63.2849
-64.9950	-63.2538
-64.9963	-63.2413
-64.9970	-63.2270
-64.9910	-63.2475
-64.9867	-63.2619
-64.9823	-63.2753
-64.9873	-63.2574
-64.9578	-63.2038
-65.0106	-63.0883
-65.0237	-63.0813
-64.9844	-63.2686
-64.9783	-63.2216
-64.9794	-63.2564
